"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","cmf_ura","TimeFrame","GeoVintage","Source","Location"
"Census Tract","37057061400","NC","37057061400","=""37057061400""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061501","NC","37057061501","=""37057061501""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061502","NC","37057061502","=""37057061502""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061600","NC","37057061600","=""37057061600""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061701","NC","37057061701","=""37057061701""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061703","NC","37057061703","=""37057061703""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061704","NC","37057061704","=""37057061704""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061705","NC","37057061705","=""37057061705""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061803","NC","37057061803","=""37057061803""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061805","NC","37057061805","=""37057061805""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061806","NC","37057061806","=""37057061806""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061807","NC","37057061807","=""37057061807""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061808","NC","37057061808","=""37057061808""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061902","NC","37057061902","=""37057061902""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061903","NC","37057061903","=""37057061903""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057061904","NC","37057061904","=""37057061904""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057062001","NC","37057062001","=""37057062001""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37057062002","NC","37057062002","=""37057062002""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37059080101","NC","37059080101","=""37059080101""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37059080102","NC","37059080102","=""37059080102""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37059080200","NC","37059080200","=""37059080200""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37059080301","NC","37059080301","=""37059080301""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37059080302","NC","37059080302","=""37059080302""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37059080400","NC","37059080400","=""37059080400""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37059080500","NC","37059080500","=""37059080500""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37059080600","NC","37059080600","=""37059080600""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37059080701","NC","37059080701","=""37059080701""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37059080702","NC","37059080702","=""37059080702""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090101","NC","37061090101","=""37061090101""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090102","NC","37061090102","=""37061090102""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090103","NC","37061090103","=""37061090103""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090201","NC","37061090201","=""37061090201""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090202","NC","37061090202","=""37061090202""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090301","NC","37061090301","=""37061090301""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090302","NC","37061090302","=""37061090302""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090401","NC","37061090401","=""37061090401""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090402","NC","37061090402","=""37061090402""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090503","NC","37061090503","=""37061090503""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090504","NC","37061090504","=""37061090504""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090505","NC","37061090505","=""37061090505""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090506","NC","37061090506","=""37061090506""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090600","NC","37061090600","=""37061090600""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090703","NC","37061090703","=""37061090703""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090704","NC","37061090704","=""37061090704""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090705","NC","37061090705","=""37061090705""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090706","NC","37061090706","=""37061090706""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090801","NC","37061090801","=""37061090801""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090803","NC","37061090803","=""37061090803""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37061090804","NC","37061090804","=""37061090804""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063000101","NC","37063000101","=""37063000101""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063000102","NC","37063000102","=""37063000102""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063000200","NC","37063000200","=""37063000200""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063000301","NC","37063000301","=""37063000301""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063000302","NC","37063000302","=""37063000302""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063000401","NC","37063000401","=""37063000401""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063000402","NC","37063000402","=""37063000402""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063000500","NC","37063000500","=""37063000500""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063000600","NC","37063000600","=""37063000600""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063000700","NC","37063000700","=""37063000700""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063000900","NC","37063000900","=""37063000900""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001001","NC","37063001001","=""37063001001""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001002","NC","37063001002","=""37063001002""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001100","NC","37063001100","=""37063001100""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001301","NC","37063001301","=""37063001301""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001303","NC","37063001303","=""37063001303""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001304","NC","37063001304","=""37063001304""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001400","NC","37063001400","=""37063001400""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001501","NC","37063001501","=""37063001501""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001503","NC","37063001503","=""37063001503""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001504","NC","37063001504","=""37063001504""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001505","NC","37063001505","=""37063001505""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001601","NC","37063001601","=""37063001601""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001603","NC","37063001603","=""37063001603""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001604","NC","37063001604","=""37063001604""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001705","NC","37063001705","=""37063001705""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001706","NC","37063001706","=""37063001706""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001708","NC","37063001708","=""37063001708""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001709","NC","37063001709","=""37063001709""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001710","NC","37063001710","=""37063001710""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001711","NC","37063001711","=""37063001711""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001712","NC","37063001712","=""37063001712""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001713","NC","37063001713","=""37063001713""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001801","NC","37063001801","=""37063001801""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001802","NC","37063001802","=""37063001802""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001806","NC","37063001806","=""37063001806""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001808","NC","37063001808","=""37063001808""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001809","NC","37063001809","=""37063001809""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001810","NC","37063001810","=""37063001810""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001811","NC","37063001811","=""37063001811""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063001900","NC","37063001900","=""37063001900""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002007","NC","37063002007","=""37063002007""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002008","NC","37063002008","=""37063002008""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002009","NC","37063002009","=""37063002009""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002013","NC","37063002013","=""37063002013""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002015","NC","37063002015","=""37063002015""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002019","NC","37063002019","=""37063002019""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002020","NC","37063002020","=""37063002020""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002021","NC","37063002021","=""37063002021""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002022","NC","37063002022","=""37063002022""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002023","NC","37063002023","=""37063002023""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002024","NC","37063002024","=""37063002024""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002025","NC","37063002025","=""37063002025""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002026","NC","37063002026","=""37063002026""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002029","NC","37063002029","=""37063002029""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002030","NC","37063002030","=""37063002030""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002031","NC","37063002031","=""37063002031""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002032","NC","37063002032","=""37063002032""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002033","NC","37063002033","=""37063002033""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002034","NC","37063002034","=""37063002034""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002035","NC","37063002035","=""37063002035""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002036","NC","37063002036","=""37063002036""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002037","NC","37063002037","=""37063002037""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002038","NC","37063002038","=""37063002038""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002100","NC","37063002100","=""37063002100""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002200","NC","37063002200","=""37063002200""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063002300","NC","37063002300","=""37063002300""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37063980100","NC","37063980100","=""37063980100""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065020200","NC","37065020200","=""37065020200""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065020300","NC","37065020300","=""37065020300""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065020400","NC","37065020400","=""37065020400""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065020600","NC","37065020600","=""37065020600""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065020700","NC","37065020700","=""37065020700""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065020800","NC","37065020800","=""37065020800""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065020900","NC","37065020900","=""37065020900""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065021000","NC","37065021000","=""37065021000""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065021100","NC","37065021100","=""37065021100""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065021200","NC","37065021200","=""37065021200""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065021300","NC","37065021300","=""37065021300""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065021400","NC","37065021400","=""37065021400""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065021500","NC","37065021500","=""37065021500""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37065021600","NC","37065021600","=""37065021600""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067000100","NC","37067000100","=""37067000100""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067000200","NC","37067000200","=""37067000200""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067000301","NC","37067000301","=""37067000301""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067000302","NC","37067000302","=""37067000302""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067000400","NC","37067000400","=""37067000400""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067000500","NC","37067000500","=""37067000500""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067000600","NC","37067000600","=""37067000600""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067000700","NC","37067000700","=""37067000700""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067000801","NC","37067000801","=""37067000801""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067000802","NC","37067000802","=""37067000802""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067000900","NC","37067000900","=""37067000900""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067001000","NC","37067001000","=""37067001000""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067001100","NC","37067001100","=""37067001100""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067001200","NC","37067001200","=""37067001200""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067001300","NC","37067001300","=""37067001300""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067001400","NC","37067001400","=""37067001400""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067001500","NC","37067001500","=""37067001500""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067001601","NC","37067001601","=""37067001601""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067001602","NC","37067001602","=""37067001602""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067001700","NC","37067001700","=""37067001700""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067001800","NC","37067001800","=""37067001800""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067001901","NC","37067001901","=""37067001901""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067001902","NC","37067001902","=""37067001902""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002001","NC","37067002001","=""37067002001""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002002","NC","37067002002","=""37067002002""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002100","NC","37067002100","=""37067002100""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002200","NC","37067002200","=""37067002200""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002501","NC","37067002501","=""37067002501""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002502","NC","37067002502","=""37067002502""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002601","NC","37067002601","=""37067002601""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002604","NC","37067002604","=""37067002604""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002605","NC","37067002605","=""37067002605""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002606","NC","37067002606","=""37067002606""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002701","NC","37067002701","=""37067002701""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002702","NC","37067002702","=""37067002702""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002704","NC","37067002704","=""37067002704""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002705","NC","37067002705","=""37067002705""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002801","NC","37067002801","=""37067002801""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002804","NC","37067002804","=""37067002804""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002806","NC","37067002806","=""37067002806""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002807","NC","37067002807","=""37067002807""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002808","NC","37067002808","=""37067002808""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002809","NC","37067002809","=""37067002809""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002901","NC","37067002901","=""37067002901""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002903","NC","37067002903","=""37067002903""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067002904","NC","37067002904","=""37067002904""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003002","NC","37067003002","=""37067003002""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003003","NC","37067003003","=""37067003003""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003004","NC","37067003004","=""37067003004""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003103","NC","37067003103","=""37067003103""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003105","NC","37067003105","=""37067003105""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003106","NC","37067003106","=""37067003106""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003107","NC","37067003107","=""37067003107""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003108","NC","37067003108","=""37067003108""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003201","NC","37067003201","=""37067003201""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003202","NC","37067003202","=""37067003202""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003307","NC","37067003307","=""37067003307""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003308","NC","37067003308","=""37067003308""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003309","NC","37067003309","=""37067003309""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003310","NC","37067003310","=""37067003310""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003311","NC","37067003311","=""37067003311""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003312","NC","37067003312","=""37067003312""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003313","NC","37067003313","=""37067003313""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003314","NC","37067003314","=""37067003314""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003315","NC","37067003315","=""37067003315""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003402","NC","37067003402","=""37067003402""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003403","NC","37067003403","=""37067003403""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003404","NC","37067003404","=""37067003404""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003500","NC","37067003500","=""37067003500""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003600","NC","37067003600","=""37067003600""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003701","NC","37067003701","=""37067003701""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003702","NC","37067003702","=""37067003702""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003703","NC","37067003703","=""37067003703""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003803","NC","37067003803","=""37067003803""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003804","NC","37067003804","=""37067003804""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003805","NC","37067003805","=""37067003805""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003806","NC","37067003806","=""37067003806""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003903","NC","37067003903","=""37067003903""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003904","NC","37067003904","=""37067003904""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003905","NC","37067003905","=""37067003905""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003906","NC","37067003906","=""37067003906""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003908","NC","37067003908","=""37067003908""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067003909","NC","37067003909","=""37067003909""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067004005","NC","37067004005","=""37067004005""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067004007","NC","37067004007","=""37067004007""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067004009","NC","37067004009","=""37067004009""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067004010","NC","37067004010","=""37067004010""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067004011","NC","37067004011","=""37067004011""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067004012","NC","37067004012","=""37067004012""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067004013","NC","37067004013","=""37067004013""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067004014","NC","37067004014","=""37067004014""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067004015","NC","37067004015","=""37067004015""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067004102","NC","37067004102","=""37067004102""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067004103","NC","37067004103","=""37067004103""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37067004104","NC","37067004104","=""37067004104""","Not a Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37069060100","NC","37069060100","=""37069060100""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37069060200","NC","37069060200","=""37069060200""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37069060301","NC","37069060301","=""37069060301""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37069060302","NC","37069060302","=""37069060302""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
"Census Tract","37069060401","NC","37069060401","=""37069060401""","Rural Area","2024","2020","CDFI Fund","North Carolina (State)"
